Loc ID,County,Community,On,From,To,Approach,At,Dir,Latitude,Longitude,Latest,Latest Date
R22562,Plymouth,Brockton,24,,,,Route 27 SB On-Ramp,RAMP,42.0925097023,-71.0608136448,4413,1/1/2005
R22563,Plymouth,Brockton,24,,,,Exit 17B Route 123 West Easton,RAMP,42.0634793124,-71.06341489,6642,1/1/2005
R22564,Plymouth,Brockton,24,,,,Route 123 WB On-Ramp,RAMP,42.0632654167,-71.0635733279,4803,1/1/2005
R22565,Plymouth,Brockton,24,,,,Exit 17A Route 123 East Brockton,RAMP,42.0602228071,-71.0624413829,5567,1/1/2005
R22566,Plymouth,Brockton,24,,,,Route 123 EB On-Ramp,RAMP,42.0596107633,-71.0615937481,3039,1/1/2005
R22567,Plymouth,-,24,,,,Exit 16B Route 106 West Mansfield,RAMP,42.0160212081,-71.0463600842,3626,1/1/2005
R22568,Plymouth,-,24,,,,Route 106 WB On-Ramp,RAMP,42.0155705662,-71.0462628261,4415,1/1/2005
R22569,Plymouth,-,24,,,,Exit 16A Route 106 East W Bridgewater,RAMP,42.0129570845,-71.0446644026,5594,1/1/2005
R22570,Plymouth,-,24,,,,Route 106 EB On-Ramp,RAMP,42.0125949411,-71.043647634,3077,1/1/2005
R22571,Plymouth,-,24,,,,Exit 15 Route 104 Raynham Bridgewater,RAMP,41.9676157508,-71.0290235451,5554,1/1/2005
R22572,Plymouth,-,24,,,,Route 104 On-Ramp,RAMP,41.9674985135,-71.0290641131,7196,1/1/2005
R22573,Plymouth,-,24,,,,Exit 14B I-495 North Worcester,RAMP,41.956347544,-71.0294901246,11710,12/8/2011
R22574,Bristol,Raynham Center,24,,,,Exit 14A I-495 South Middleboro Cape Cod,RAMP,41.9472046348,-71.0272071033,13797,8/6/2011
R22575,Bristol,-,24,,,,Exit 13B US 44 West Taunton,RAMP,41.9077147347,-71.0432607679,4624,1/1/2005
R22576,Bristol,-,24,,,,Route 44WB On-Ramp,RAMP,41.9076316093,-71.0432682399,4106,1/1/2005
R22577,Bristol,-,24,,,,Exit 13A US 44 East Cape Cod,RAMP,41.9054874707,-71.0441261161,4452,1/1/2005
R22578,Bristol,Taunton,24,,,,Exit 12 Route 140 Taunton New Bedford,RAMP,41.8726573915,-71.0565874612,15608,1/1/2005
R22579,Bristol,Taunton,24,,,,Route 140 EB On-Ramp,RAMP,41.8730029447,-71.0569164534,4572,1/1/2005
R22580,Bristol,-,24,,,,Exit 11 Padelford St Berkley/Dighton,RAMP,41.8503729289,-71.062454335,3454,1/1/2005
R22581,Bristol,-,24,,,,Padelford St On-Ramp,RAMP,41.8498499863,-71.0623425094,682,1/1/2005
R22582,Bristol,-,24,,,,Exit 10 North Main Street Assonet Dighton,RAMP,41.8056568236,-71.0762290824,1172,1/1/2005
R22583,Bristol,-,24,,,,North Main Street On-Ramp,RAMP,41.8053546305,-71.0761336374,1510,1/1/2005
R22584,Bristol,-,24,,,,Exit 9 Route 79 Assonet Freetown,RAMP,41.7862854037,-71.0809925473,2062,1/1/2005
R22585,Bristol,Fall River,24,,,,Exit 8 Airport Road,RAMP,41.7549855956,-71.1174424606,1958,1/1/2005
R22586,Bristol,Fall River,24,,,,Airport Road On-Ramp,RAMP,41.7548178799,-71.1177148382,7186,1/1/2005
R22587,-,-,24,,,,Exit 7 Route 79 South N Fall River Somerset,RAMP,,,,
R22588,Bristol,Fall River,24,,,,Exit 6 Highland Ave,RAMP,41.7434133387,-71.1224265284,2747,1/1/2005
R22589,Bristol,Fall River,24,,,,Exit 5 US 6 President Ave Eastern Ave,RAMP,41.7136961402,-71.1188823142,4065,1/1/2005
R22590,-,-,24,,,,President Ave On-Ramp,RAMP,,,7093,1/1/2005
R22591,-,-,24,,,,Exit 4 I-195 East New Beford,RAMP,,,6187,1/1/2009
R22592,-,-,24,,,,I-195 West Route 24 South Fall River,RAMP,,,,
R22593,Bristol,Fall River,24,,,,Exit 2 Brayton Avenue Eastern Avenue,RAMP,41.6801313645,-71.1396707537,4725,1/1/2009
R22594,Bristol,Fall River,24,,,,Brayton Avenue On-Ramp,RAMP,41.6797537354,-71.1396201488,2774,1/1/2009
R22595,Bristol,Fall River,24,,,,Exit 1B Route 81 North Fall River,RAMP,41.6707596164,-71.1585934578,6437,1/1/2009
R22596,Bristol,Fall River,24,,,,Route 81 NB On-Ramp,RAMP,41.6705724822,-71.1582560315,599,1/1/2009
R22597,Bristol,Fall River,24,,,,Exit 1A Route 81 South Adamville RI,RAMP,41.6683577175,-71.1617072911,3751,1/1/2009
R22598,Bristol,Fall River,24,,,,Route 81 SB On-Ramp,RAMP,41.6682682307,-71.1618520386,1989,1/1/2009
R22599,Bristol,-,24,,,,Route 44 EB On-Ramp,RAMP,41.9053619328,-71.0441506734,2859,1/1/2009
R22600,-,-,24,,,,Route 79 On-Ramp,RAMP,,,,
R22601,Bristol,-,24,,,,Route 79 On-Ramp,RAMP,41.7840399696,-71.078892664,2497,1/1/2005
R22602,-,-,24,,,,Route 79 On-Ramp,RAMP,,,4465,1/1/2005
R23001,-,-,44,,,,Off Ramp to Route 58 carcer Plympton,RAMP,,,,
R23002,Plymouth,-,44,,,,Route 58 On-Ramp,RAMP,41.9264664577,-70.8047874006,,
R23003,Plymouth,-,44,,,,off-Ramp to Spring Street Carver Plympton,RAMP,41.9439439047,-70.7711818839,,
R23004,Plymouth,-,44,,,,Spring Street On-Ramp,RAMP,41.9465936546,-70.7672850907,,
R23005,Plymouth,-,44,,,,Off-Ramp to Route 80 Cherry Street North Plymouth,RAMP,41.957414731,-70.7142732043,,
R23006,Plymouth,-,44,,,,Commerce Way On-Ramp,RAMP,41.9576312169,-70.7133226745,,
R23007,-,-,44,,,,Ramp to Route 3 South Route 44 East Cape Cod,RAMP,,,,
R23008,-,-,44,,,,Ramp to Route 3 North Boston,RAMP,,,,
R23009,Plymouth,-,44,,,,Off-Ramp to Route 80 Cherry Street North Plymouth,RAMP,41.9600545486,-70.7132990505,,
R23010,Plymouth,-,44,,,,Commerce Way On-Ramp,RAMP,41.9598353523,-70.7136868165,,
R23011,Plymouth,-,44,,,,Off-Ramp to Spring Street Plympton Carver,RAMP,41.9470738286,-70.7680646838,,
R23012,Plymouth,-,44,,,,Spring Street On-Ramp,RAMP,41.9445943136,-70.7718917464,,
R23013,Plymouth,-,44,,,,Off-Ramp to Route 58 Plympton Carver,RAMP,41.9272592854,-70.8052378062,,
R23014,Plymouth,-,44,,,,Route 58 On-Ramp,RAMP,41.9258360789,-70.80961177,,
R23601,-,-,,,,,Off-Ramp to Eliot Bridge from Soldiers Field Road,RAMP,,,,
R23602,-,-,,,,,Soldiers Field Road EB West of Eliot Bridge Entry,RAMP,,,,
R23603,-,-,,,,,On-Ramp from Eliot Bridge to Soldiers Field Road EB,RAMP,,,,
R23604,Suffolk,Boston,,,,,North Harvard Street Off-Ramp,RAMP,42.3685673594,-71.1247170999,,
R23605,Suffolk,Boston,,,,,North Harvard Street On-Ramp,RAMP,42.3678772965,-71.1226277269,,
R23606,Suffolk,Boston,,,,,Turnpike Western Ave Off-Ramp,RAMP,42.3650618454,-71.1181424558,,
R23607,Suffolk,Boston,,,,,Turnpike Cambridge On-Ramp,RAMP,42.359633862,-71.1176318622,,
R23608,-,-,,,,,Commonwealth Ave Boston University Off-Ramp,RAMP,,,,
R23609,-,-,,,,,Commonwealth Ave Boston University On-Ramp,RAMP,,,,
R23610,-,-,,,,,Charlesgate Off-Ramp,RAMP,,,2575,1/1/2012
R23611,-,-,,,,,Fenway Off-Ramp,RAMP,,,8686,1/1/2012
R23612,-,-,,,,,Fenway On-Ramp,RAMP,,,15010,1/1/2012
R23613,-,-,,,,,Charlesgate On-Ramp,RAMP,,,6935,1/1/2012
R23614,Suffolk,Boston,,,,,Clarendon St Off-Ramp,RAMP,42.3545120681,-71.0784578155,,
R23615,Suffolk,Boston,,,,,Berkeley St On-Ramp,RAMP,42.3559564364,-71.0734125982,,
R23616,Suffolk,Boston,,,,,Arlington Street Off-Ramp,RAMP,42.3557799768,-71.0741699302,,
R23617,-,-,,,,,Beacon St On-Ramp,RAMP,,,,
R23618,Suffolk,Boston,,,,,Charles Circle Off-Ramp,RAMP,42.3610044117,-71.0716194864,,
R23619,-,-,,,,,Leverett Circle off-Ramp,RAMP,,,,
R23620,-,-,,,,,Leverett Circle On-Ramp,RAMP,,,,
R23621,-,-,,,,,Charles Circle Off-Ramp,RAMP,,,,
R23622,Suffolk,Boston,,,,,Charles Circle On-Ramp,RAMP,42.3626037537,-71.0714504888,,
R23623,-,-,,,,,Arlington St Off-Ramp,RAMP,,,,
R23624,-,-,,,,,Berkeley St On-Ramp,RAMP,,,,
R23625,Suffolk,Boston,,,,,Mass Ave Off-Ramp,RAMP,42.3519102815,-71.0890610761,,
R23626,-,-,,,,,Fenway Off-Ramp,RAMP,,,16335,1/1/2012
R23627,-,-,,,,,Charlesgate On-Ramp,RAMP,,,2308,1/1/2012
R23628,-,-,,,,,Fenway On-Ramp,RAMP,,,7354,1/1/2012
R23629,-,-,,,,,Charlesgate Off-Ramp,RAMP,,,11269,1/1/2012
R23630,Suffolk,Boston,,,,,Turnpike River Street Cambridge St Off-Ramp,RAMP,42.3595005699,-71.117301357,,
R23631,Suffolk,Boston,,,,,Turnpike Western Ave On-Ramp,RAMP,42.3653033652,-71.1178169941,,
R23632,Suffolk,Boston,,,,,JFK Street Off-Ramp,RAMP,42.3681052846,-71.1225573334,,
R23633,Suffolk,Boston,,,,,JFK Street On-Ramp,RAMP,42.3688413781,-71.1247545933,,
R23634,-,-,,,,,Off-Ramp to Eliot Bridge from Soldiers Field Road WB,RAMP,,,,
R23635,-,-,,,,,Soldiers Field Road WB West of Eliot Bridge Off-Ramp,RAMP,,,,
R23636,-,-,,,,,On-Ramp from Eliot Bridge to Soldiers Field Road WB,RAMP,,,,
R23637,Suffolk,Boston,,,,,Western Ave Brighton Center Arsenal Street Off-Ramp,RAMP,42.3603644276,-71.1481938611,,
R23638,Suffolk,Boston,,,,,Arsenal Street On-Ramp,RAMP,42.360643529,-71.1466874317,,
R23639,Suffolk,Boston,,,,,Market Street On-Ramp,RAMP,42.3631219686,-71.1422956072,,
R23640,Suffolk,Boston,,,,,Arsenal Watertown Brighton Center Off-Ramp,RAMP,42.3623688067,-71.1456194348,,
R23641,Suffolk,Boston,,,,,Arsenal Street On-Ramp,RAMP,42.3607082681,-71.1480819839,,
R23642,-,-,,,,,Charles Street EB to Leverett Circle,RAMP,,,,
R23644,Suffolk,Boston,,,,,Tunnel from Storrow Drive EB to I-93 NB and Tobin Bridge,RAMP,42.3664461978,-71.0668272479,,
R23645,Suffolk,Boston,,,,,Ramp from Leverett Circle to I-93 NB and Tobin Bridge,RAMP,42.3660334431,-71.0652103187,,
R23646,-,-,,,,,Ramp from I-93 NB to Leverett Circle,RAMP,,,,
R23647,-,-,,,,,Ramp from I-93 NB to WB Leverett Circle Tunnel and Storrow Drive WB,RAMP,,,,
R23648,Suffolk,Boston,,,,,Ramp from I-93 SB and Tobin Bridge to WB Leverett Circle Tunnel and Storrow Drive WB,RAMP,42.3664248115,-71.0655185016,,
R23649,Suffolk,Boston,,,,,Ramp from I-93 SB and Tobin Bridge to Nashua Street,RAMP,42.3666788669,-71.0662502217,,
R23651,-,-,,,,,Tunnel from I-93 NB and Tobin Bridge to Storrow Drive WB,RAMP,,,,
R24001,-,-,25,,,,Exit 2 Routes 6 & 28 Bourne Buzzards Bay,RAMP,,,5966,1/1/2012
R24002,Barnstable,-,25,,,,Routes 6 & 28 On-Ramp,RAMP,41.7579310127,-70.5920799906,9691,1/1/2012
R24003,Plymouth,-,25,,,,Exit 1 Routes 6 & 28 Onset Wareham,RAMP,41.7664709181,-70.6732012557,2099,1/1/2012
R24004,Plymouth,-,25,,,,Onset/Wareham On-Ramp,RAMP,41.7675859829,-70.6782735035,7188,1/1/2012
R24005,-,-,25,,,,Exit 1 Routes 6 & 28 Onset Wareham,RAMP,,,4577,1/1/2012
R24006,-,-,25,,,,Onset/Wareham On-Ramp,RAMP,,,1318,1/1/2012
R24007,Barnstable,-,25,,,,Exit 2 Route 6 Bourne Sagamore,RAMP,41.7571885174,-70.5950236737,5329,1/1/2012
R24008,-,-,25,,,,Route 6 On-Ramp,RAMP,,,3908,1/1/2012
R24501,-,-,57,,,,Route 187 South Westfield St On-Ramp,RAMP,,,,
R24502,Hampden,Agawam,57,,,,Garden Street On-Ramp,RAMP,42.064343599,-72.6551183289,1744,1/1/2009
R24503,Hampden,Agawam,57,,,,Mill Street On-Ramp,RAMP,42.0706536488,-72.6409492424,2069,1/1/2009
R24504,Hampden,Agawam,57,,,,To Route 75 Agawam West Springfield,RAMP,42.072977644,-72.6334428268,687,1/1/2009
R24505,Hampden,Agawam,57,,,,Route 75 On-Ramp,RAMP,42.0739381719,-72.6285462065,4232,1/1/2009
R24506,Hampden,Agawam,57,,,,Route 159 SB On-Ramp,RAMP,42.0744245337,-72.6168940766,2134,1/1/2009
R24507,Hampden,Agawam,57,,,,Route 159 NB On-Ramp,RAMP,42.0753777972,-72.6127925951,1247,1/1/2009
R24508,Hampden,Agawam,57,,,,To Main Street Agawam West Springfield,RAMP,42.0760363259,-72.613546088,2512,1/1/2009
R24509,Hampden,Agawam,57,,,,To Route 159 Agawam Center Windsor Locks Conn,RAMP,42.0770974094,-72.6160048813,1696,1/1/2010
R24510,Hampden,Agawam,57,,,,To Route 75 Agawam West Springfield,RAMP,42.0745551784,-72.6283864999,3595,1/1/2009
R24511,Hampden,Agawam,57,,,,Route 75 On-Ramp,RAMP,42.0736972373,-72.6332299493,1037,1/1/2009
R24512,Hampden,Agawam,57,,,,To Main Street Feeding Hill,RAMP,42.0715602483,-72.6400970034,2596,1/1/2009
R24513,Hampden,Agawam,57,,,,To Garden Street Agawam,RAMP,42.064803056,-72.6560804022,1667,1/1/2009
R24514,-,-,57,,,,To Route 187 Feeding Hills West Suffield Conn,RAMP,,,,
R25001,-,-,79,,,,Ramp from Rte 138NB to Route 79 North and I-195,RAMP,,,,
R25002,Bristol,Fall River,79,,,,I-195 Providence New Bedford,RAMP,41.7018663482,-71.1570703647,13684,1/1/2009
R25003,Bristol,Fall River,79,,,,Off-Ramp to US 6 Eastbound Davol Street,RAMP,41.7079725624,-71.1579500952,,
R25004,-,-,79,,,,Off-Ramp to US Route 6 West Route 138 North N Fall River Somerset,RAMP,,,,
R25005,Bristol,Fall River,79,,,,Davol Street Brightman Street On-Ramp,RAMP,41.7242840511,-71.1504766121,,
R25006,Bristol,Fall River,79,,,,Off-Ramp to North Main Street North Fall River,RAMP,41.7285454887,-71.1406464739,,
R25007,Bristol,Fall River,79,,,,North Main Street On-Ramp,RAMP,41.7285416779,-71.1403852033,,
R25008,Bristol,Fall River,79,,,,Off-Ramp to North Main Street North Fall River,RAMP,41.7309784459,-71.1362873416,,
R25009,Bristol,Fall River,79,,,,North Main Street On-Ramp,RAMP,41.7303759939,-71.1366705909,,
R25010,Bristol,Fall River,79,,,,Off-Ramp to US Route 6 Route 138 N Davol Street Somerset,RAMP,41.7239384286,-71.151996139,,
R25011,-,-,79,,,,Brightman Street Bridge Brightman Street On-Ramp,RAMP,,,,
R25012,Bristol,Fall River,79,,,,US Route 6 Davol Street On-Ramp,RAMP,41.7082868395,-71.1584464609,,
R25013,Bristol,Fall River,79,,,,Off-Ramp to I-195 EB & WB,RAMP,41.701422222,-71.1610964856,,
R25014,-,-,79,,,,Ramp to Route 138 SB,RAMP,,,,
R25015,Bristol,Fall River,79,,,,On-Ramp from I-195 WB,RAMP,41.7034951367,-71.1590300046,,
R25016,Bristol,Fall River,79,,,,On-Ramp from I-195 WB,RAMP,41.7034436767,-71.1591429918,,
R25017,Bristol,Fall River,79,,,,On-Ramp from I-195 EB,RAMP,41.7012478831,-71.1606421876,,
R25501,Essex,Peabody,128,,,,Exit 28 Forest Street Centennial Drive,RAMP,42.5257777691,-70.9582940369,,
R25502,Essex,Peabody,128,,,,Forest Street Centennial Drive On-Ramp,RAMP,42.5270794136,-70.9553013573,,
R25503,Essex,Peabody,128,,,,I-95 North Centennial Drive On-Ramp,RAMP,42.529230065,-70.953516496,,
R25504,Essex,Peabody,128,,,,Exit 26 Lowell Street East Salem,RAMP,42.5324000226,-70.9512720683,,
R25505,Essex,Peabody,128,,,,Lowell Street On-Ramp,RAMP,42.5347239901,-70.9493526883,,
R25506,Essex,Peabody,128,,,,Exit 25A Route 114 Salem,RAMP,42.5378969413,-70.9404808615,,
R25507,Essex,Peabody,128,,,,Route 114 SB On-Ramp,RAMP,42.5377665903,-70.9389954798,,
R25508,Essex,Peabody,128,,,,Exit 25BRoute 114 Middleton,RAMP,42.5402281451,-70.9355196963,,
R25509,Essex,Peabody,128,,,,Route 114 NB On-Ramp,RAMP,42.5408379797,-70.9354085753,,
R25510,Essex,Danvers,128,,,,Exit 24 Endicott Street,RAMP,42.5502813825,-70.9355849598,,
R25511,Essex,Danvers,128,,,,Endicott Street On-Ramp,RAMP,42.550422935,-70.9354737261,,
R25512,Essex,Danvers,128,,,,Exit 23 South Route 35 Salem,RAMP,42.557189031,-70.9295921672,,
R25513,Essex,Danvers,128,,,,Route 35 SB On-Ramp,RAMP,42.5573549812,-70.9294456807,,
R25514,Essex,Danvers,128,,,,Exit 23 North Route 35 Danvers,RAMP,42.5588655002,-70.9277078375,,
R25515,Essex,Danvers,128,,,,Route 35 NB On-Ramp,RAMP,42.5590524015,-70.9275745304,,
R25516,Essex,Danvers,128,,,,Exit 22 East Route62 Beverly,RAMP,42.5641875354,-70.922982202,,
R25517,Essex,Danvers,128,,,,Route 62 EB On-Ramp,RAMP,42.5644358758,-70.922779666,,
R25518,Essex,Danvers,128,,,,Exit22 West Route 62 Middleton,RAMP,42.5665869148,-70.9212995245,,
R25519,Essex,Danvers,128,,,,Route 62 WB On-Ramp,RAMP,42.5668726767,-70.9209606882,,
R25520,-,-,128,,,,Folly Hill Drive,RAMP,,,,
R25521,Essex,Danvers,128,,,,Exit 21 Trask Lane Folly Hill,RAMP,42.5704533225,-70.9107470954,,
R25522,Essex,Danvers,128,,,,Trask Lane On-Ramp,RAMP,42.5706065258,-70.9102796687,,
R25523,Essex,Beverly,128,,,,Exit 20B Route 1A South Beverly,RAMP,42.574223567,-70.8941802841,,
R25524,Essex,Beverly,128,,,,Route 1A SB On-Ramp,RAMP,42.5742951579,-70.8936709022,,
R25525,Essex,Beverly,128,,,,Exit 20A Route 1A North Hamilton,RAMP,42.5746080094,-70.8916808492,,
R25526,Essex,Beverly,128,,,,Route 1A NB On-Ramp,RAMP,42.5746275781,-70.8913101947,,
R25527,Essex,Beverly,128,,,,Exit 19 Sohier Road Brimbal Avenue Beverly,RAMP,42.5751731716,-70.8812614913,,
R25528,Essex,Beverly,128,,,,Brimbal Avenue On-Ramp,RAMP,42.5750836711,-70.8802968591,,
R25529,Essex,Beverly,128,,,,Exit 18 Route 22 Essex,RAMP,42.5735167653,-70.8598616179,,
R25530,Essex,Beverly,128,,,,Route 22 On-Ramp,RAMP,42.5734476366,-70.8594015281,,
R25531,Essex,-,128,,,,Exit 17 Grapevine Road Beverly Farms Prides Crossing Wenham,RAMP,42.5825877487,-70.8209870402,,
R25532,Essex,-,128,,,,Grapevine Road On-Ramp,RAMP,42.5829583799,-70.8211553877,,
R25533,Essex,-,128,,,,Exit 16 Pine Street Manchester Magnolia,RAMP,42.5904450533,-70.7906214739,,
R25534,Essex,-,128,,,,Pine Street On-Ramp,RAMP,42.590480755,-70.7894540739,,
R25535,Essex,-,128,,,,Exit 15 School Street Manchester Essex,RAMP,42.5898185848,-70.7670938426,,
R25536,Essex,-,128,,,,School Street On-Ramp,RAMP,42.5895398421,-70.7668126203,,
R25537,Essex,Gloucester,128,,,,Exit 14 Route 133 W Gloucester Gloucester,RAMP,42.6174564653,-70.7212771308,,
R25538,Essex,Gloucester,128,,,,Route 133 On-Ramp,RAMP,42.6175219658,-70.7212479036,,
R25539,Essex,Gloucester,128,,,,Exit 13 Concord Street Wingaersheek Beach,RAMP,42.6234160319,-70.7106293843,,
R25540,Essex,Gloucester,128,,,,Concord Street On-Ramp,RAMP,42.6235569107,-70.7104773414,,
R25541,Essex,Gloucester,128,,,,Exit 12 Crafts Road Rust Island,RAMP,42.6255512073,-70.6975129432,,
R25542,Essex,Gloucester,128,,,,Crafts Road On-Ramp,RAMP,42.6255417864,-70.6968629806,,
R25543,Essex,Gloucester,128,,,,Exit 12 Crafts Road Rust Island,RAMP,42.6258222649,-70.6977598389,,
R25544,Essex,Gloucester,128,,,,Crafts Road On-Ramp,RAMP,42.6259190367,-70.698851143,,
R25545,Essex,Gloucester,128,,,,Exit 13 Concord Street,RAMP,42.6252035865,-70.7088936341,,
R25546,Essex,Gloucester,128,,,,Concord Street On-Ramp,RAMP,42.6250175733,-70.7089982475,,
R25547,Essex,Gloucester,128,,,,Exit 14 Route 133 Essex Ipswich,RAMP,42.6192242523,-70.7212012996,,
R25548,Essex,Gloucester,128,,,,Route 133 On-Ramp,RAMP,42.6191717401,-70.7213256057,,
R25549,Essex,-,128,,,,Exit 15 School Street Manchester Essex,RAMP,42.5912974732,-70.7631494193,,
R25550,Essex,-,128,,,,School Street On-Ramp,RAMP,42.5912466718,-70.7632626512,,
R25551,Essex,-,128,,,,Exit 16 Pine Street Manchester,RAMP,42.5920165043,-70.7923651969,,
R25552,Essex,-,128,,,,Pine Street On-Ramp,RAMP,42.5918834262,-70.7922333617,,
R25553,Essex,-,128,,,,Exit 17 Grapevine Road Beverly Farms Prides Crossing Wenham,RAMP,42.5859693349,-70.8203151124,,
R25554,Essex,-,128,,,,Grapevine Road On-Ramp,RAMP,42.5856025234,-70.8203359048,,
R25555,-,-,128,,,,Exit 18 Route 22 Beverly,RAMP,,,,
R25556,-,-,128,,,,Route 22 On-Ramp,RAMP,,,,
R25557,Essex,Beverly,128,,,,Exit 19 Brimbal Avenue Montserrat,RAMP,42.5758095234,-70.8784796351,,
R25558,Essex,Beverly,128,,,,Brimbal Ave NB On-Ramp,RAMP,42.5758117806,-70.8786242594,,
R25559,Essex,Beverly,128,,,,Brimbal Ave SB On-Ramp,RAMP,42.5755274292,-70.8822606812,,
R25560,Essex,Beverly,128,,,,Exit 20A Route 1A North Hamilton,RAMP,42.5751940211,-70.8909396853,,
R25561,Essex,Beverly,128,,,,Route 1A NB On-Ramp,RAMP,42.5753311626,-70.8912216746,,
R25562,Essex,Beverly,128,,,,Exit 20B Route 1A South Beverly,RAMP,42.5746801544,-70.8935621243,,
R25563,Essex,Beverly,128,,,,Route 1A SB On-Ramp,RAMP,42.5746223334,-70.8942149027,,
R25564,Essex,Danvers,128,,,,Exit 21 Conant Street Industrial Park,RAMP,42.5707543857,-70.9107443127,,
R25565,Essex,Danvers,128,,,,Conant Street On-Ramp,RAMP,42.5706013831,-70.911151173,,
R25566,Essex,Danvers,128,,,,Exit 22 Route62 Danvers/Middleton,RAMP,42.5666529837,-70.9219456204,,
R25567,Essex,Danvers,128,,,,Route 62 On-Ramp,RAMP,42.5665704033,-70.9220555184,,
R25568,Essex,Danvers,128,,,,Exit 23 North Route 35 Danvers,RAMP,42.5589130783,-70.928317015,,
R25569,Essex,Danvers,128,,,,Route 35 NB On-Ramp,RAMP,42.5587542726,-70.9284718153,,
R25570,Essex,Danvers,128,,,,Exit 23 South Route 35 Salem,RAMP,42.5575477552,-70.9299169135,,
R25571,Essex,Danvers,128,,,,Route 35 SB On-Ramp,RAMP,42.5574440925,-70.9300746621,,
R25572,Essex,Danvers,128,,,,Exit 24 Endicott Street,RAMP,42.550477974,-70.9378117725,,
R25573,Essex,Danvers,128,,,,Endicott Street On-Ramp,RAMP,42.5504347041,-70.9376668241,,
R25574,Essex,Peabody,128,,,,Exit 25B Route 114 Middleton,RAMP,42.5422583645,-70.9374228919,,
R25575,Essex,Peabody,128,,,,Route 114 NB On-Ramp,RAMP,42.5420609406,-70.9374287917,,
R25576,Essex,Peabody,128,,,,Exit 25A Route 114 Marblehead,RAMP,42.5397720815,-70.9402803456,,
R25577,Essex,Peabody,128,,,,Route 114 SB On-Ramp,RAMP,42.5391684844,-70.9405261211,,
R25578,Essex,Peabody,128,,,,Exit 26 lowell Street Peabody,RAMP,42.5342697128,-70.950948374,,
R25579,Essex,Peabody,128,,,,Lowell Street On-Ramp,RAMP,42.5342095972,-70.9509653757,,
R25580,Essex,Peabody,128,,,,Exit 28 Forest Street Centennial Drive,RAMP,42.5272067624,-70.9602343324,,
R25581,Essex,Peabody,128,,,,Forest Street Centennial Drive On-Ramp,RAMP,42.5269211182,-70.9603102247,,
R26001,Bristol,New Bedford,140,,,,Exit 2A I-195 East Cape Cod,RAMP,41.6507544156,-70.9513263645,3171,1/1/2012
R26002,Bristol,New Bedford,140,,,,Exit 2B I-195 West Fall River,RAMP,41.653423588,-70.9513033803,3910,1/1/2012
R26003,Bristol,New Bedford,140,,,,Exit 3 Hathaway Road,RAMP,41.6591124073,-70.9515274303,3955,1/1/2012
R26004,Bristol,New Bedford,140,,,,Hathaway Road On-Ramp,RAMP,41.6598938954,-70.9506717453,4118,1/1/2012
R26005,Bristol,New Bedford,140,,,,Exit 4 king's Highway Acushnet,RAMP,41.6778984887,-70.9441267861,5537,1/1/2012
R26006,Bristol,New Bedford,140,,,,King's Highway On-Ramp,RAMP,41.6785840173,-70.944550752,2060,1/1/2012
R26007,Bristol,New Bedford,140,,,,Exit 5 Phillips Road Church Street,RAMP,41.7013899193,-70.9444886987,4690,1/1/2012
R26008,Bristol,New Bedford,140,,,,Phillips Road Church Street On-Ramp,RAMP,41.7045905621,-70.9427225148,964,1/1/2012
R26009,Bristol,New Bedford,140,,,,Route 18 Ashley Blvd On-Ramp,RAMP,41.7120337578,-70.9380591768,4119,1/1/2012
R26010,Bristol,New Bedford,140,,,,Exit 7 Braley Road,RAMP,41.7254377728,-70.9471502111,5495,1/1/2012
R26011,Bristol,New Bedford,140,,,,Braley Road On-Ramp,RAMP,41.7281178505,-70.9496252032,1480,1/1/2012
R26012,Bristol,-,140,,,,Exit 8 Chase Road E Freetown Assonet,RAMP,41.7709173828,-70.9606417917,,
R26013,Bristol,-,140,,,,Chase Road On-Ramp,RAMP,41.7713760184,-70.961057726,1688,1/1/2012
R26014,Plymouth,-,140,,,,Exit 9 County Road,RAMP,41.8015154648,-70.9606876443,1483,1/1/2012
R26015,Plymouth,-,140,,,,County Road On-Ramp,RAMP,41.8049815261,-70.9615407491,1474,1/1/2012
R26016,Bristol,Taunton,140,,,,Exit 10 Route 79 Lakeville Myricks,RAMP,41.8400353562,-71.0070357263,1303,1/1/2012
R26017,Bristol,Taunton,140,,,,Route 79 On-Ramp,RAMP,41.842137917,-71.0103312803,2960,1/1/2012
R26018,Bristol,Taunton,140,,,,Exit 11 Stevens Street E Taunton,RAMP,41.86643897,-71.0457385322,1505,1/1/2012
R26019,Bristol,Taunton,140,,,,Stevens Street On-Ramp,RAMP,41.8665498615,-71.0465178689,5748,1/1/2012
R26021,BRISTOL,TAUNTON,140,,,,Ramp from Rt 140 SB to Route 24 NB,RAMP,41.8713224659,-71.0542193055,3414,1/1/2012
R26022,Bristol,Taunton,140,,,,Ramp from Rt 140 NB to Route 24 SB,RAMP,41.8728087121,-71.0568381056,,
R26023,Bristol,Taunton,140,,,,Ramp from Rt 24 SB to Route 140 NB,RAMP,41.8727358835,-71.0568009195,,
R26024,Bristol,Taunton,140,,,,Exit 11B County Street Galleria Mall Drive,RAMP,41.8668615317,-71.0490122451,,
R26025,Bristol,Taunton,140,,,,Exit 11A Stevens Street E Taunton,RAMP,41.8658042388,-71.047035714,,
R26026,Bristol,Taunton,140,,,,Galleria Mall Drive On-Ramp,RAMP,41.8648578732,-71.0452190041,,
